id_1,id_2,interaction,contact,frequency_1,frequency_2,swaying_1,swaying_2,stride_length_1,stride_length_2,direction_1,direction_2,velocity_1,velocity_2,gsi,relative_phase,delta_f,coherence,interpersonal_distance,depth,breadth,stationarity_1,stationarity_2,lyapunov_1,lyapunov_2,determinism_1,determinism_2,rec,det,maxline,m_1,tau_A,m_2,tau_2
10525001,10525003,1,0,0.9400000000000001,1.0066666666666668,0.03989918108630768,0.05026951732362879,1.0206642030460789,1.183885976165508,,,1.2906578565479219,1.290322801054699,0.23956107465044138,2.1831670219597923,0.06666666666666676,0.49544559731087784,1.3720472107792303,0.4951055404080138,1.1391927948891254,True,True,0.178772675309806,0.23042195936086862,0.5309444594184483,0.8164713136494699,0.3634253740310669,0.9877344145970604,132.0,,,,
10533200,10533201,2,0,0.9833333333333334,1.22,0.05031332656291816,0.041928294167605365,1.1819486839241786,0.9349296853112029,,,1.140833632926524,1.1435056832560446,0.11134378542173695,-0.297043143648152,0.23666666666666658,0.280648577137081,1.0033949243151121,0.28142704705140453,0.8228492019749579,True,True,0.23932495636366932,0.23854817865694414,0.6779154421478675,0.5786793026954563,0.3424685597419739,0.9828776709098995,158.0,,,,
10543501,10543502,2,0,1.3566666666666667,1.2266666666666668,0.06532785291339799,0.051176158082749244,0.8409669282119012,0.9851801412856227,,,1.2212747449371173,1.3752265593493251,,,0.1299999999999999,0.4668077681967234,1.2356944955098421,0.22716193776528976,1.0060542741371516,True,True,0.3530634763330707,0.3513193464507869,,,0.1210293173789978,0.9571651090342679,32.0,,,,
10552300,10552500,2,0,0.9833333333333334,0.9566666666666668,0.060521769687090575,0.04719369609777914,0.9505368434413706,0.8447587948300715,,,0.8646427979645557,0.8433461924588187,0.12133777057782613,0.680830554755691,0.026666666666666616,0.3413423051424154,1.355004515980324,0.6856030214135371,0.7623703490459693,True,True,0.27343318488326446,0.2287267695482557,0.7654649240681741,0.6428758727168107,0.27104705572128296,0.9796709240929421,147.0,,,,
10554800,10555301,3,0,1.01,0.9533333333333334,0.04492976893294605,0.045748736445311064,1.1156662978337597,1.193352918263003,,,1.023973125099558,1.0293222353874163,0.1498669215072132,0.08131323267557189,0.05666666666666664,0.410006929695206,0.8615496798829322,0.1322514851039778,0.7085503167884125,True,True,0.2224616426636528,0.20993390761877542,0.5664180431868256,0.4814498771028408,0.4428841471672058,0.9854415999768454,182.0,,,,
10564100,10564200,1,0,1.1733333333333333,1.2433333333333334,0.053663920881596064,0.0765425002135837,1.1389160474812279,1.0202861388274216,,,1.253176348364231,1.2906460533873432,0.1162062753511724,-0.779017893712115,0.07000000000000006,0.2913801507519718,1.121769090634139,0.32605647688886735,0.7248387102718064,True,True,0.3497890745928609,0.409271398099968,0.4982723459080083,0.5208598154464865,0.11170762777328491,0.9419374247894103,51.0,,,,
10564500,10564501,3,0,1.3033333333333335,0.9666666666666667,0.07110018812166487,0.05889575041323391,1.2185581324718109,1.3832587543542993,,,1.4018828859412777,1.4154347705004207,0.1281437834300232,-2.984399531957642,0.3366666666666668,0.3749435060261331,1.2399251434162952,0.3173660305422065,0.836035965473198,True,True,0.25115034382976853,0.323838215049244,0.7492829712513056,0.5983263189358676,0.20417620241641998,0.9748431361050841,65.0,,,,
10581200,10581201,2,0,0.9933333333333334,0.7933333333333333,0.05445859718249857,0.048385412555868215,0.7264916553787023,0.7061914543764205,,,0.6733971547295273,0.677523979361313,0.10495703675076987,-0.6497289772253931,0.20000000000000007,0.24622530441438314,1.399653365452086,0.7148740300893022,0.8076167920167124,True,True,0.28027654172135946,0.26763056318470585,0.7100737636000665,0.6720301622894786,0.31860658526420593,0.9861240993097186,157.0,,,,
10582900,10582901,2,0,1.04,1.1266666666666667,0.04898508288104908,0.042364209909263505,1.02830011555033,0.9905322818003817,,,0.9947634896789772,1.0185866648664812,0.15905244118204592,1.6006820668346666,0.08666666666666667,0.38059220388270576,0.9297647480421777,0.22182386110696656,0.7635538052273302,True,True,0.21314513580528527,0.21570397985725995,0.7436825632516568,0.6750680356434945,0.37087902426719666,0.9879267948562905,229.0,,,,
10590801,10590802,3,0,0.91,0.8833333333333334,0.054477075486281085,0.053998991403021696,1.6162043987370402,1.722317004493731,right,right,1.452913148169338,1.450031734225493,0.14239185585243722,-0.1270267153073359,0.026666666666666616,0.3872074008243205,1.026884445387096,0.1878910198222791,0.8667364423527508,True,True,0.26158041316093394,0.2448398929263513,0.6632349438392279,0.6056250064265113,0.26720327138900757,0.9790235897116814,131.0,,,,
10592000,10592100,0,0,0.9766666666666667,1.1533333333333333,0.06553870876910793,0.07245010688628006,1.5787301367255344,1.4173444908236672,,,1.499012074722426,1.546069141131604,0.11493032756005898,1.2423367964585204,0.17666666666666664,0.2336591591091581,1.182456175248898,0.27096417000917594,0.9091336536466149,True,True,0.37262504613724046,0.42481028201503057,0.7362242487164251,0.6279242473761996,0.09088563174009323,0.8992014196983141,44.0,,,,
10592300,10592301,2,1,0.9866666666666667,0.8666666666666667,0.09187522237951191,0.08226983846440461,1.5669430328153244,1.5761344422683974,,,1.3303546143918652,1.3536881293069039,0.1739066369417689,0.48412705556771796,0.12,0.4031902659405814,1.3918994866759893,0.22567463192135498,1.0834544522791896,True,True,0.2566150375740257,0.25760937570169773,0.4834709204357733,0.5953649199949776,0.19214892387390137,0.9793095629499462,106.0,,,,
11002900,11002901,0,0,0.9966666666666667,1.1,0.06393995574996043,0.06163171473833676,1.4591532008723793,1.367804749126887,,,1.2488845079493196,1.2465157637177293,0.08949627810626878,0.11660176780024356,0.10333333333333339,0.32753191801365017,1.0464473398946095,0.1990795677119733,0.7768935153474935,True,True,0.3099981810139639,0.2946789022096975,0.6376654455599998,0.5669244737559042,0.21540014445781708,0.9770542134604508,96.0,,,,
11014700,11014701,3,0,1.1800000000000002,1.1833333333333333,0.0398639917743342,0.043764924203974626,1.1790650859875507,1.259428451901587,,,1.239576521735749,1.2572380572904154,0.18331669511024193,0.11719529763910241,0.0033333333333331883,0.4303222751461487,0.8794900399137037,0.15403205093810646,0.7227191043293257,True,True,0.23330376986893156,0.22318937484045,0.6291327905663291,0.6821229178262808,0.44808512926101685,0.9883535288099714,179.0,,,,
11031901,11032000,0,0,1.0033333333333334,1.0733333333333335,0.056679546043044426,0.03548657475719069,1.5938156156474244,1.4480555524064749,,,1.5274390593004536,1.5403473631146503,0.09134670547923612,-2.1971805708371654,0.07000000000000006,0.2899286416896825,1.4034505075018266,1.0635958147362814,0.7129616909111984,True,True,0.36991917153421516,0.17328912300058977,0.5235804340028953,0.6243722075657402,0.3724246919155121,0.9780417948445953,74.0,,,,
11035800,11035900,2,0,0.8533333333333334,1.1366666666666667,0.04465942876683766,0.043865816176667065,1.344593655266955,1.15664425174338,left,left,1.147966867130058,1.1475323785216487,0.1440047031058792,-0.054079136171110154,0.2833333333333333,0.4133847949540247,0.8530885384114721,0.2537342655720326,0.6869120663486535,True,True,0.22168437558368131,0.24775861476007316,0.637293025200985,0.6728987351042828,0.38854655623435974,0.986035604239354,156.0,,,,
11042900,11042901,2,0,0.9033333333333334,1.1433333333333333,0.05698355116472547,0.048663568132831465,1.5249586663423695,1.2136565172591396,,left,1.295808158248532,1.2948710655445064,0.09994779148609133,1.6443139349781752,0.23999999999999988,0.28043540512616927,1.0628885880362675,0.13249481870367383,0.9263577624527333,True,True,0.28205613939197666,0.2849440704240712,0.6420966693908545,0.6397737069331692,0.2524223327636719,0.9716648737504986,134.0,,,,
11053400,11053500,0,0,1.1666666666666667,0.9900000000000001,0.04875513007518918,0.05853356581165568,1.025916826810497,1.2329948963485626,,,1.2357663518880229,1.241194464373687,0.10998954979707451,-0.12319344826051015,0.17666666666666664,0.3210747643389571,1.085312757072694,0.11505279706776926,0.8850792305607763,True,True,0.2656633285310497,0.31094885528651145,0.44876352779543527,0.7173749382097152,0.23229143023490906,0.9662699126182172,75.0,,,,
11064900,11065000,2,0,1.0133333333333334,0.8966666666666667,0.042091911819477364,0.04777837822651469,1.5264781113375498,1.760050518716991,,,1.5232083996540742,1.5518214140033868,0.13700484671484678,0.3913977255699579,0.1166666666666667,0.35356541638879707,0.9079403925548385,0.16929426771296469,0.6987837713653371,True,True,0.1979526780783709,0.2291509686324309,0.6318119279611035,0.5777601241422992,0.4355282187461853,0.9885676234099225,213.0,,,,
